167782;Абіюч, у сирому вигляді
171687;Сік ацероли, у сирому вигляді
171686;Ацерола, (вест-індійська вишня), у сирому вигляді
173191;Алкогольний напій, вино, столове, червоний, Barbera
173208;Алкогольний напій, вино, столове, червоний, Burgundy
174834;Алкогольний напій, вино, столове, червоний, Cabernet Franc
174833;Алкогольний напій, вино, столове, червоний, Cabernet Sauvignon
174840;Алкогольний напій, вино, столове, червоний, Carignane
173194;Алкогольний напій, вино, столове, червоний, Claret
171872;Алкогольний напій, вино, столове, червоний, Gamay
174838;Алкогольний напій, вино, столове, червоний, Lemberger
171925;Алкогольний напій, вино, столове, червоний, Merlot
174109;Алкогольний напій, вино, столове, червоний, Mouvedre
173193;Алкогольний напій, вино, столове, червоний, Petite Sirah
174835;Алкогольний напій, вино, столове, червоний, Pinot Noir
174839;Алкогольний напій, вино, столове, червоний, Sangiovese
174836;Алкогольний напій, вино, столове, червоний, Syrah
173192;Алкогольний напій, вино, столове, червоний, Zinfandel
168749;Алкогольний напій, пиво, легкий
169572;Алкогольний напій, пиво, легкий, BUD LIGHT
168748;Алкогольний напій, пиво, легкий, BUDWEISER SELECT
174145;Алкогольний напій, пиво, легкий, вищий алкохол
169575;Алкогольний напій, пиво, легкий, низький карб
168747;Алкогольний напій, пиво, звичайний, BUDWEISER
168746;Алкогольний напій, пиво, звичайний, усі
173168;Алкогольний напій, крем де менте, 72 міцність у градусах міцність proof
169573;Алкогольний напій, дейквірі, консервований
169574;Алкогольний напій, дейквірі, приготований за рецептом
173664;Алкогольний напій, дистильований, усі (джин, ром, горілка, віскі) 100 міцність у градусах міцність proof
174815;Алкогольний напій, дистильований, усі (джин, ром, горілка, віскі) 80 міцність у градусах міцність proof
171919;Алкогольний напій, дистильований, усі (джин, ром, горілка, віскі) 86 міцність у градусах міцність proof
171920;Алкогольний напій, дистильований, усі (джин, ром, горілка, віскі) 90 міцність у градусах міцність proof
173663;Алкогольний напій, дистильований, усі (джин, ром, горілка, віскі) 94 міцність у градусах міцність proof
174817;Алкогольний напій, дистильований, ром, 80 міцність у градусах міцність proof
174818;Алкогольний напій, дистильований, горілка, 80 міцність у градусах міцність proof
174819;Алкогольний напій, дистильований, віскі, 86 міцність у градусах міцність proof
175098;Алкогольний напій, лікер, кава з вершки, 34 міцність у градусах міцність proof
175097;Алкогольний напій, лікер, кава, 53 міцність у градусах міцність proof
173665;Алкогольний напій, лікер, кава, 63 міцність у градусах міцність proof
174141;Алкогольний напій, малт пиво, твердий лимонад
168750;Алкогольний напій, піна колада, консервований
168752;Алкогольний напій, піна колада, приготований за рецептом
167723;Алкогольний напій, рис (саке)
168753;Алкогольний напій, теквіла сунрісе, консервований
173662;Алкогольний напій, віскі кислий
174810;Алкогольний напій, віскі кислий, консервований
174812;Алкогольний напій, віскі кислий, приготований з ітем 14028
173164;Алкогольний напій, віскі кислий, приготований з водою, віскі і порошок суміш
169070;Алкогольний напій, вино, кукінг
175112;Алкогольний напій, вино, десерт, сухий
173176;Алкогольний напій, вино, десерт, солодкий
169071;Алкогольний напій, вино, легкий
173185;Алкогольний напій, вино, столове, усі
173190;Алкогольний напій, вино, столове, червоний
174837;Алкогольний напій, вино, столове, білий
174110;Алкогольний напій, вино, столове, білий, Chardonnay
173195;Алкогольний напій, вино, столове, білий, Chenin Blanc
173196;Алкогольний напій, вино, столове, білий, Фуме Бланк
174843;Алкогольний напій, вино, столове, білий, Gewurztraminer
173198;Алкогольний напій, вино, столове, білий, Муллер Турго
174849;Алкогольний напій, вино, столове, білий, Muscat
174848;Алкогольний напій, вино, столове, білий, Пінот Бланк
174841;Алкогольний напій, вино, столове, білий, Pinot Gris (Грігіо)
173200;Алкогольний напій, вино, столове, білий, Riesling
173201;Алкогольний напій, вино, столове, білий, Sauvignon Blanc
174845;Алкогольний напій, вино, столове, білий, Semillon
173202;Алкогольний напій, вино, столове, білий, лате харвест
174844;Алкогольний напій, вино, столове, білий, лате харвест, Gewurztraminer
171906;Алкогольні напої, пиво, вищий алкохол
171908;Алкогольні напої, вино, росе
168384;Алфалфа насіння, пророщений, у сирому вигляді
170683;Амарант зерно, після приготування
170682;Амарант зерно, не приготовлений
168492;Листя амаранту, після приготування, відварений, відціджений, із сіллю
169202;Листя амаранту, після приготування, відварений, відціджений, без солі
168385;Листя амаранту, у сирому вигляді
167590;Андрі’с, Без глютену М’який Готова страва Булочка
172345;Анімал жир, бекон грісе
167771;Яблуко сік, консервований або бутильований, без підсолоджувачів, з з доданою аскорбіновою кислотою
167800;Яблуко сік, консервований або бутильований, без підсолоджувачів, з з доданою аскорбіновою кислотою, кальцій, і потассіум
173933;Яблуко сік, консервований або бутильований, без підсолоджувачів, без з доданою аскорбіновою кислотою
173935;Яблуко сік, заморожений концентрат, без підсолоджувачів, розведений з 3 об’єм вода без з доданою аскорбіновою кислотою
167775;Яблуко сік, заморожений концентрат, без підсолоджувачів, розведений з 3 об’єм вода, з з доданою аскорбіновою кислотою
168188;Яблуко сік, заморожений концентрат, без підсолоджувачів, нерозведений, з з доданою аскорбіновою кислотою
173934;Яблуко сік, заморожений концентрат, без підсолоджувачів, нерозведений, без з доданою аскорбіновою кислотою
173930;Яблука, консервований, підсолоджений, нарізаний скибками, відціджений, підігрітий
171690;Яблука, зневоднений (з низьким вмістом вологи), оброблений сірчистим газом, тушкований
173931;Яблука, зневоднений (з низьким вмістом вологи), оброблений сірчистим газом, не приготовлений
171693;Яблука, сушений, оброблений сірчистим газом, тушкований, з додаванням цукру
174931;Хліб, начинка, суха суміш, приготований
171692;Яблука, сушений, оброблений сірчистим газом, тушкований, без додавання цукру
171691;Яблука, сушений, оброблений сірчистим газом, не приготовлений
173932;Яблука, заморожений, без підсолоджувачів, підігрітий (Включає харчові продукти для USDA'с Харчовий продукт Розподіл Програма)
171694;Яблука, заморожений, без підсолоджувачів, без підігрівання (Включає харчові продукти для USDA'с Харчовий продукт Розподіл Програма)
167793;Яблука, у сирому вигляді, фуджі, зі шкіркою (Включає харчові продукти для USDA'с Харчовий продукт Розподіл Програма)
168204;Яблука, у сирому вигляді, гала, зі шкіркою (Включає харчові продукти для USDA'с Харчовий продукт Розподіл Програма)
168202;Яблука, у сирому вигляді, золотистий делікіаус, зі шкіркою
168203;Яблука, у сирому вигляді, гранни сміт, зі шкіркою (Включає харчові продукти для USDA'с Харчовий продукт Розподіл Програма)
168201;Яблука, у сирому вигляді, червоний делікіаус, зі шкіркою (Включає харчові продукти для USDA'с Харчовий продукт Розподіл Програма)
171688;Яблука, у сирому вигляді, зі шкіркою (Включає харчові продукти для USDA'с Харчовий продукт Розподіл Програма)
171689;Яблука, у сирому вигляді, без шкірки
173928;Яблука, у сирому вигляді, без шкірки, після приготування, відварений
173929;Яблука, у сирому вигляді, без шкірки, після приготування, для мікрохвильової печі
167773;Яблучне пюре, консервований, підсолоджений, із сіллю
171696;Яблучне пюре, консервований, підсолоджений, без солі
167772;Яблучне пюре, консервований, без підсолоджувачів, з з доданою аскорбіновою кислотою
171695;Яблучне пюре, консервований, без підсолоджувачів, без з доданою аскорбіновою кислотою (Включає харчові продукти для USDA'с Харчовий продукт Розподіл Програма)
171704;Абрикос нектар, консервований, з з доданою аскорбіновою кислотою
171701;Абрикоси, консервований, додатковий у густому сиропі, без шкірки, тверда частина та рідина
173938;Абрикоси, консервований, у дуже легкому сиропі, зі шкіркою, тверда частина та рідина (Включає харчові продукти для USDA'с Харчовий продукт Розподіл Програма)
171699;Абрикоси, консервований, у густому сиропі, зі шкіркою, тверда частина та рідина
171700;Абрикоси, консервований, у густому сиропі, без шкірки, тверда частина та рідина
167768;Абрикоси, консервований, високої жирності сироп, відціджений
173937;Абрикоси, консервований, у фруктовому соку, зі шкіркою, тверда частина та рідина
173939;Абрикоси, консервований, у легкому сиропі, зі шкіркою, тверда частина та рідина
171698;Абрикоси, консервований, у воді, зі шкіркою, тверда частина та рідина
173936;Абрикоси, консервований, у воді, без шкірки, тверда частина та рідина
173940;Абрикоси, зневоднений (низький-волога), оброблений сірчистим газом, тушкований
171702;Абрикоси, зневоднений (низький-волога), оброблений сірчистим газом, не приготовлений
173943;Абрикоси, сушений, оброблений сірчистим газом, тушкований, з додаванням цукру
173942;Абрикоси, сушений, оброблений сірчистим газом, тушкований, без додавання цукру
173941;Абрикоси, сушений, оброблений сірчистим газом, не приготовлений
